Business: Haci'nin Yeri - Yigit Lokantasi | Author: Gulsum Akar | Rating: 5 | Category: taste | Comment: We went to Marmaris with my wife for a holiday. We chose this restaurant as a place for dinner based on the reviews and because we wanted juicy food. When we first went there was a serious queue. You proceed by taking the food you want in the form of an open buffet. Both vegetable dishes and meat dishes were plentiful. There was also dessert for those who wanted it. After you get what you want you pay at the cashier. They don't go through cards they work in cash. There was a lot of food variety. And the food prices were unbelievably cheap. We paid only 84 TL for all the meals here. It included buttermilk and bread. But unfortunately I can't say it's too clean as a place..,reasonable_comment
Business: Patso Burger | Author: Ece Oztunc | Rating: 4 | Category: taste | Comment: We ate the classic patso burger. In other words; french fries between fresh sandwich bread; ketchup mayonnaise on top. It tasted very good. No seating; we went to the park right next door and ate there.,reasonable_comment
Business: Patso Burger | Author: Burak Topal | Rating: 3 | Category: menu | Comment: Prices are not real; we thought it was a camera joke.,reasonable_comment
"Business: Patso Burger | Author: Simge Cakir | Rating: 1 | Category: indoor_atmosphere | Comment: It was very crowded, We wait while we're hungry!",reasonable_comment
Business: Patso Burger | Author: Seda Seven | Rating: 5 | Category: outdoor_atmosphere | Comment: Crispy on the outside; soft on the inside. It's always hot; it's a little crowded; there's no place to sit.,reasonable_comment
Business: Patso Burger | Author: Tuna Hocaoglu | Rating: 4 | Category: taste | Comment: I tried the large patso with sausage and cheddar. It was delicious and fresh. You can try.,reasonable_comment
Business: Patso Burger | Author: Bekir Bilir | Rating: 5 | Category: taste | Comment: Great patso!,reasonable_comment
Business: Vefa Bozacisi | Author: Sahin Uzunsimsek | Rating: 5 | Category: outdoor_atmosphere | Comment: 160-year-old Vefa Bozacisi has not lost its flavor. We can find filled bottles in many places; but it's different to come here and drink. It's definitely fresher to drink on the spot.Vefa Bozacısı,reasonable_comment
Business: Vefa Bozacisi | Author: Gokhan Bardak | Rating: 4 | Category: taste | Comment: It was very nice to taste the boza in the historical place. Way better than other bozas.,reasonable_comment
Business: Vefa Bozacisi | Author: Ercan Cakmak | Rating: 5 | Category: indoor_atmosphere | Comment: A historical place intertwined with history. The business is clean and tidy. The staff is very caring.,reasonable_comment
Business: Vefa Bozacisi | Author: Ela Ensar | Rating: 5 | Category: menu | Comment: Boza's are beautiful. The ones on sale are also freshly filled and prepared. It looks clean; but I don't know the exact details.,reasonable_comment
Business: Vefa Bozacisi | Author: Volkan Cosgun | Rating: 3 | Category: indoor_atmosphere | Comment: Same taste for years. Its historical texture is another beautiful place.,reasonable_comment
Business: Vefa Bozacisi | Author: Yigit Candur | Rating: 4 | Category: outdoor_atmosphere | Comment: The taste is very good; and you can buy some roasted chickpeas; and it will be very high. Employees should be smiling.,reasonable_comment
Business: Vefa Bozacisi | Author: Selcuk Polat | Rating: 3 | Category: indoor_atmosphere | Comment: The number of tables is very small; but no problem; the taste was very good.,reasonable_comment
Business: Vefa Bozacisi | Author: Cigdem Kutlu | Rating: 5 | Category: taste | Comment: Perfect!,reasonable_comment
Business: Vefa Bozacisi | Author: Berkay Genc | Rating: 1 | Category: menu | Comment: I don't understand what kind of business it is to sell boza in a foam glass. Offering chickpeas is a tradition next to the spoiler; but in Vefa you have to go and buy it yourself from the shop on the opposite side.,reasonable_comment
Business: Vefa Bozacisi | Author: Muhammed Duman | Rating: 5 | Category: outdoor_atmosphere | Comment: Vefa Bozacisi must be the most beautiful place that comes to mind when Boza is mentioned. The groceries are quite affordable.,reasonable_comment
Business: Vefa Bozacisi | Author: Merve Ayda | Rating: 4 | Category: taste | Comment: It is a flavor that can be tried when you go to Istanbul.,reasonable_comment
Business: Salacak | Author: Candan Esin | Rating: 3 | Category: taste | Comment: It is not p/p. Doner came cold and that's why it was hard.,reasonable_comment
Business: Salacak | Author: Bulent Tunc | Rating: 5 | Category: outdoor_atmosphere | Comment: Eating with this view... It was legendary!,reasonable_comment
Business: Salacak | Author: Umut Kurt | Rating: 4 | Category: outdoor_atmosphere | Comment: There is a place to eat fish and bread across the beautiful place. If the weather is nice; we go to this doner shop; if not there. You can try.,reasonable_comment
Business: Salacak | Author: Ayla Gunduz | Rating: 5 | Category: taste | Comment: They deserve the stars more than enough for their service; hygiene and view; but if we talk about the food; I can say that it was the most delicious in a one-week Istanbul trip without exaggeration.,reasonable_comment
Business: Salacak | Author: Mehmet Yavuz | Rating: 1 | Category: indoor_atmosphere | Comment: Different from the price on the menu Price has been applied doner is dry and hard.,reasonable_comment
Business: Salacak | Author: Hikmet Tan | Rating: 5 | Category: menu | Comment: A taste that hasn't changed for years with its legendary view and taste!,reasonable_comment
Business: Salacak | Author: Osman Tamyurek | Rating: 5 | Category: outdoor_atmosphere | Comment: You can go even for the view... The interest is very beautiful.. Those who want to eat meat (Halal food) should definitely stop by..,reasonable_comment
Business: Salacak | Author: Hulya Azim | Rating: 2 | Category: taste | Comment: We finished Iskender and Doner Burger with difficulty two weeks ago; we couldn't start the dessert part because there was no appetite for tail fat.,reasonable_comment
Business: Salacak | Author: Muhammed Bayalan | Rating: 4 | Category: menu | Comment: Great.,reasonable_comment
Business: Salacak | Author: Nur Aydin | Rating: 5 | Category: indoor_atmosphere | Comment: Ambiance was amazing!,reasonable_comment
Business: Salacak | Author: Samed Demirel | Rating: 5 | Category: indoor_atmosphere | Comment: I think they make very good doner kebabs. We did not have any problems with the service. We parted happily as a family. As for the price; I think such a place has a very good tariff for such a view.,reasonable_comment
"Business: Nusr-et | Author: Kaan Omak | Rating: 3 | Category: taste | Comment: When we asked for a hamburger, we were told that it was not left; but the hamburger came to the side table; I'm breaking two points from here; other than that it was good.",reasonable_comment
"Business: Nusr-et | Author: Hakan Polat | Rating: 5 | Category: menu | Comment: Service, attention is excellent. The masters working in the kitchen love their job. Dining halls and sinks are very stylish; organized and hygienic.",reasonable_comment
Business: Nusr-et | Author: Ozkan Sever | Rating: 5 | Category: indoor_atmosphere | Comment: The presentation was very successful; the employees were very interested and thoughtful and everything was delicious. We thank you.,reasonable_comment
Business: Nusr-et | Author: Kadir Turkyilmaz | Rating: 5 | Category: outdoor_atmosphere | Comment: Food service was also very fast. I ate a delicious Lokum meat. Then I ate an unbelievably good burger.,reasonable_comment
Business: Nusr-et | Author: Rifat Ozbek | Rating: 5 | Category: indoor_atmosphere | Comment: The most successful steak restaurant in the region. It is also a world brand. With its carefully selected meats and cooking technique; it gives the price you what you pay.,reasonable_comment
Business: Nusr-et | Author: Beril Guney | Rating: 1 | Category: menu | Comment: Prices are so high..,rants
Business: Nusr-et | Author: Emrah Yildirim | Rating: 4 | Category: menu | Comment: I do not recommend the lamb cage at all. But skewered and tenderloin are great. My carrot slice isn't bad. The waiters are interested and polite; but there are difficulties in understanding the order. You would like it cooked well; it comes undercooked.,reasonable_comment
Business: Nusr-et | Author: Pelin Kaymaz | Rating: 5 | Category: taste | Comment: We've been here many times and each time we left satisfied; Lokum meat; spaghetti; nusret hamburger; salad with tulum cheese; etc. very good but of course high in price compared to many places.,reasonable_comment
Business: Nusr-et | Author: Beyza Yeliz | Rating: 2 | Category: outdoor_atmosphere | Comment: It's as if your old meticulousness is gone. The cage arrived cold; the salad came for 1; I said two; I did not drink alcohol; but 6 double raki was written in my account; when I told the waiter; he said are you sure you didn't drink?,reasonable_comment
Business: Nusr-et | Author: Necmiye Ataseven | Rating: 2 | Category: indoor_atmosphere | Comment: There is a queue at the door; there are wonderful places in Sarıyer. I came with the force of my friends; the music chosen is similar to the music played in Italian pizzeria.,reasonable_comment
Business: Nusr-et | Author: Adem Ince | Rating: 5 | Category: taste | Comment: He's very successful. Even though it was very crowded; the service was incredibly fast.,reasonable_comment
Business: Tuana Restaurant | Author: Serap Firtina | Rating: 4 | Category: outdoor_atmosphere | Comment: By the lake; with a beautiful view; ducks are swimming next to you. 1 pan of squid; 1 portion of sea bass; 1 salad; 2 50 sized tuborgs; 2 tea 80 TL.,reasonable_comment
Business: Tuana Restaurant | Author: Engin Firtina | Rating: 4 | Category: menu | Comment: The presentations are very good; it obviously has a skilled and attentive chef. Fish and squid are fresh.,reasonable_comment
Business: Tuana Restaurant | Author: Ahmet Ekim | Rating: 1 | Category: taste | Comment: DEFINITELY DO NOT COME. We came here for breakfast based on the reviews on the way. We said the breakfast called the village breakfast for 2 people. First of all; the employee greeted us disrespectfully; a thousand pieces falling off his face; reluctant movements etc. It didn't taste good either!,rants
Business: Tuana Restaurant | Author: Turgay Yuksel | Rating: 4 | Category: outdoor_atmosphere | Comment: Right next to the Köyceğiz lake; the prices are a click above the average; a good business with a panoramic view of the lake.,reasonable_comment
Business: Tuana Restaurant | Author: Batuhan Saf | Rating: 5 | Category: menu | Comment: Thank you.,reasonable_comment
Business: Tuana Restaurant | Author: Emre Bozkurt | Rating: 4 | Category: taste | Comment: Mexican chicken was hearty; hot and fresh in portion. Service was a little late. An ideal place to dine with a lake view.,reasonable_comment
Business: Tuana Restaurant | Author: Busra Cetin | Rating: 5 | Category: indoor_atmosphere | Comment: Koycegiz is the most popular restaurant and cafe. You can have a meal with the view of Köyceğiz lake and sip your cold beer with pleasure.,reasonable_comment
Business: Tuana Restaurant | Author: Yesim Goren | Rating: 3 | Category: outdoor_atmosphere | Comment: A place we stopped by for breakfast on the way. The place has a beautiful view of Köyceğiz lake. The owner is very sweet and helped us with everything.,reasonable_comment
Business: Tuana Restaurant | Author: Sibel Somer | Rating: 4 | Category: indoor_atmosphere | Comment: It was rainiy but the ambiance was good enough.,reasonable_comment
Business: Tuana Restaurant | Author: Korsel Aydogdu | Rating: 4 | Category: indoor_atmosphere | Comment: They bring delicious yoghurt to the dishes; the portions are hearty; with a beautiful view of the lakeside.,reasonable_comment
Business: Tuana Restaurant | Author: Erim Kadioglu | Rating: 4 | Category: taste | Comment: I recommend the handmade hamburger at a good price; reasonable (50TL) and satisfying. Sprinkled village breakfast (125 TL per person) is a weak; ordinary breakfast.,reasonable_comment
Business: Cici Tantuni | Author: Ali Kizil | Rating: 5 | Category: menu | Comment: Tantuni was amazing. We just came here to try it.,reasonable_comment
Business: Cici Tantuni | Author: Derin Yilmaz | Rating: 4 | Category: indoor_atmosphere | Comment: In general; it is delicious; you can ask for both wrap and bread. Although the waiting time is around 10 minutes; the red cabbage and pickled peppers served from the front satisfy you.,reasonable_comment
Business: Cici Tantuni | Author: Kerim Durmus | Rating: 5 | Category: indoor_atmosphere | Comment: It is a cheap and delicious place for students.,reasonable_comment
Business: Cici Tantuni | Author: Mert Tanis | Rating: 5 | Category: taste | Comment: Tantuni was amazing. Thank you Cici Tantuni!,reasonable_comment
Business: Cici Tantuni | Author: Ali Sezer | Rating: 4 | Category: taste | Comment: The pickles that came after you placed your order were very nice. Tantuni is not bad; you can try it. But I would say it's a little oily.,reasonable_comment
Business: Cici Tantuni | Author: Hakan Ergulec | Rating: 5 | Category: outdoor_atmosphere | Comment: Great tantuni; thanks!,reasonable_comment
Business: Cici Tantuni | Author: Sukru Ardic | Rating: 4 | Category: indoor_atmosphere | Comment: The ambiance of the place was a bit dark.,reasonable_comment
Business: Cici Tantuni | Author: Veli Dedeoglu | Rating: 5 | Category: taste | Comment: I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,reasonable_comment
Business: Cici Tantuni | Author: Sila Bakirci | Rating: 4 | Category: menu | Comment: Prices are like that.,reasonable_comment
Business: Cici Tantuni | Author: Deniz Bilgin | Rating: 4 | Category: outdoor_atmosphere | Comment: It was very oily; but good in taste. Prices are a little higher than usual.,reasonable_comment
Business: Cici Tantuni | Author: Alp Tekin | Rating: 3 | Category: taste | Comment: Not bad.,reasonable_comment
Business: Bunbun Kas | Author: Yaren Sardic | Rating: 5 | Category: indoor_atmosphere | Comment: If you want a different taste in Kaş; they serve it by putting meat; chicken or meatballs cooked for a long time on the bun bread; you can order the drink separately with fried potatoes.,reasonable_comment
Business: Bunbun Kas | Author: Burak Efendioglu | Rating: 3 | Category: outdoor_atmosphere | Comment: A fast food restaurant with very friendly staff. It didn't appeal to my taste at all. Undercooked dough and lint meat.,reasonable_comment
Business: Bunbun Kas | Author: Metehan Kilic | Rating: 4 | Category: taste | Comment: Overall it wasn't bad. It was delicious and ice cold. Mohair meat was delicious. The fries were nice. However; the bread that gives the place its name is a disappointment.,reasonable_comment
Business: Bunbun Kas | Author: Selim Sinan | Rating: 5 | Category: menu | Comment: It has a hearty menu that starts with a very sweet encounter; it was quite delicious; the pepper sauce they made is successful.,reasonable_comment
Business: Bunbun Kas | Author: Melisa Eser | Rating: 5 | Category: indoor_atmosphere | Comment: There are many options on the menu and the average portion price is 50 TL. One portion is very satisfying; but if you don't like dough; you've come to the wrong address. They put the ingredients of your choice between a soft steamed bread.,reasonable_comment
Business: Bunbun Kas | Author: Ertugrul Ozcan | Rating: 4 | Category: outdoor_atmosphere | Comment: I really liked the handmade basil buttermilk and lemonade. The chicken sandwich is okay; I think the chocolate one has nothing to say; it only had strawberries in it; there could be more fruit like waffles.,reasonable_comment
Business: Bunbun Kas | Author: Burak Sengun | Rating: 5 | Category: taste | Comment: I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,reasonable_comment
Business: Bunbun Kas | Author: Semih Donmez | Rating: 5 | Category: menu | Comment: We came to Bunbun for a snack at noon. We generally liked what we ate; including the vegan ones. We especially loved the one with beetroot. Meaty ones are nice. I really liked their fries.,reasonable_comment
Business: Bunbun Kas | Author: Erdi Ozmen | Rating: 4 | Category: taste | Comment: They make hamburgers from bun bread and come with french fries. Quite tasty and satisfying.,reasonable_comment
Business: Bunbun Kas | Author: Enes Cekic | Rating: 5 | Category: outdoor_atmosphere | Comment: If you come to Kaş and do not eat bunbun here; you are not considered to have come to Kaş. I would definitely recommend you to try it. Especially the ayran is wonderful.,reasonable_comment
Business: Bunbun Kas | Author: Okan Dolay | Rating: 4 | Category: menu | Comment: We ordered meatballs and handmade meatballs that were baked for 6 hours. Meatballs were delicious; meat was delicious.,reasonable_comment
Business: Gulcimen Aspava | Author: Berna Kilic | Rating: 5 | Category: indoor_atmosphere | Comment: Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,reasonable_comment
Business: Gulcimen Aspava | Author: Ezgi Corumlu | Rating: 3 | Category: outdoor_atmosphere | Comment: You get full like crazy in the range of 150-200 per person. It's beautiful inside. Easy to access.,reasonable_comment
Business: Gulcimen Aspava | Author: Taner Ozkan | Rating: 5 | Category: menu | Comment: Orders that came really shockingly fast and the treats were delicious.,reasonable_comment
Business: Gulcimen Aspava | Author: Satilmis Karayalcin | Rating: 3 | Category: taste | Comment: The treats were excellent; but I did not like the main dish; it was not fully cooked; other than that; the treats and service were very good.,reasonable_comment
"Business: Gulcimen Aspava | Author: Fulya Altin | Rating: 4 | Category: indoor_atmosphere | Comment: I always go to this restourant, the treats are constantly renewed and the kebabs are good. There are sweet treats after the meal. The only problem is that it is usually very full and noisy.",reasonable_comment
Business: Gulcimen Aspava | Author: Senal Gunalan | Rating: 3 | Category: outdoor_atmosphere | Comment: The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,reasonable_comment
Business: Gulcimen Aspava | Author: Ceren Acikgoz | Rating: 5 | Category: menu | Comment: There was no delay in meals. As soon as the soup was finished; the meal arrived. The meals are quite delicious.,reasonable_comment
Business: Gulcimen Aspava | Author: Volkan Kirbiyik | Rating: 5 | Category: taste | Comment: As soon as you sit down; treats come to your table. Abundant; varied and constantly renewed refreshments. It is a recommendation to everyone who got full marks from us...,reasonable_comment
Business: Gulcimen Aspava | Author: Edward Stain | Rating: 5 | Category: indoor_atmosphere | Comment: Lots of quality extras and unlimited treats. After the meal; cigarettes are offered as a treat; which is very interesting.,reasonable_comment
Business: Gulcimen Aspava | Author: Deniz Kaptan | Rating: 5 | Category: indoor_atmosphere | Comment: This is the best aspava restaurant. The treats were perfect.,reasonable_comment
Business: Gulcimen Aspava | Author: Alper Altun | Rating: 3 | Category: taste | Comment: Appetizers and service came quickly. The glasses are badly scratched. Especially the fries were fresh and delicious. Raw meatballs and stuffed meatballs were like mud without flavor.,reasonable_comment
Business: Nazar Cafe | Author: Cihangir Dagdeviren | Rating: 5 | Category: menu | Comment: I recommend profiteroles and meringue; they are their own production. The entrance is suitable for the disabled. It's good that they're paying attention to this.,reasonable_comment
Business: Nazar Cafe | Author: Serdar Sariguney | Rating: 5 | Category: indoor_atmosphere | Comment: The best place to eat local food in Muğla. Master Fikret's food is excellent. You should definitely stop by here.,reasonable_comment
Business: Nazar Cafe | Author: Burhan Kilic | Rating: 5 | Category: taste | Comment: I went with my friends; their milk desserts were very good.,reasonable_comment
Business: Nazar Cafe | Author: Ali Arslan | Rating: 3 | Category: outdoor_atmosphere | Comment: The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,reasonable_comment
Business: Nazar Cafe | Author: Berkay Tasdeviren | Rating: 4 | Category: outdoor_atmosphere | Comment: We went to eat dessert as a family and we were satisfied. It was a bit crowded.,reasonable_comment
Business: Nazar Cafe | Author: Nalan Kavskli | Rating: 1 | Category: taste | Comment: It's cold and extremely bad; the price of the food is way above its quality; 46 liras for 6 meatballs; 30 minutes or more waiting time. I definitely don't recommend it.,reasonable_comment
Business: Nazar Cafe | Author: Alper Kultufan | Rating: 4 | Category: outdoor_atmosphere | Comment: Very good quality and expensive also always crowded.,reasonable_comment
Business: Nazar Cafe | Author: Kadir Turkoglu | Rating: 4 | Category: menu | Comment: Good.,reasonable_comment
Business: Nazar Cafe | Author: Visam Gultekin | Rating: 5 | Category: indoor_atmosphere | Comment: Everything you eat is very fresh and delicious. The back of the place is in the concept of a restaurant and the 2nd floor is in the concept of a cafe. We liked it very much.,reasonable_comment
Business: Nazar Cafe | Author: Sevgi Taran | Rating: 5 | Category: taste | Comment: I ate awesome pasta; I recommend to you..,reasonable_comment
Business: Nazar Cafe | Author: Gokce Sosyal | Rating: 4 | Category: indoor_atmosphere | Comment: Recommend.,reasonable_comment
Business: Alsancak Firin | Author: Dogukan Kuyucak | Rating: 3 | Category: outdoor_atmosphere | Comment: It can be preferred for breakfast. The salt of the flakes was a little lacking; so it affects the taste; but it was not a problem.,reasonable_comment
"Business: Alsancak Firin | Author: Levent Karacaoglu | Rating: 4 | Category: menu | Comment: Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",reasonable_comment
Business: Alsancak Firin | Author: Cenker Goncu | Rating: 5 | Category: taste | Comment: Prices are very affordable; boyoz is fresh and nice. Finding breakfast items such as olives; cheese and honey in addition to Boyoz also adds to the beauty.,reasonable_comment
Business: Alsancak Firin | Author: Tugce Tas | Rating: 5 | Category: indoor_atmosphere | Comment: The most beautiful boyoz is clear here! Those who claim otherwise should reconsider their taste. I have never eaten such good boyoz in my life.,reasonable_comment
Business: Alsancak Firin | Author: Osman Koral | Rating: 4 | Category: outdoor_atmosphere | Comment: I like it a lot. Prices are reasonable. Many varieties of boyoz available.,reasonable_comment
Business: Alsancak Firin | Author: Murat Turan | Rating: 3 | Category: taste | Comment: In terms of taste; minced meat and pastrami were very good. Tahini was medium. Olive was good too.,reasonable_comment
Business: Alsancak Firin | Author: Emre Sener | Rating: 5 | Category: menu | Comment: The boyoz with mozzarella was legendary; the salt taste coming from the back really makes the boyoz delicious.,reasonable_comment
Business: Alsancak Firin | Author: Zeynep Tekin | Rating: 5 | Category: indoor_atmosphere | Comment: It's a very cute oven. It opens early in the morning. Boyozes are very delicious; I loved the one with mozzarella.,reasonable_comment
Business: Alsancak Firin | Author: Ozge Askiner | Rating: 2 | Category: outdoor_atmosphere | Comment: I ate boyoz for the first time. For me; I guess I wouldn't eat it again. Frankly; it's not a taste that I will look for and miss.,reasonable_comment
Business: Alsancak Firin | Author: Safa Oz | Rating: 5 | Category: menu | Comment: I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,reasonable_comment
Business: Alsancak Firin | Author: Elif Gursoy | Rating: 4 | Category: taste | Comment: I came with recommendation and it really tasted good. It doesn't have a very different taste; so I don't think you will have a problem whether it fits your palate or not.,reasonable_comment
Business: Sushico | Author: Nilufer Karatas | Rating: 5 | Category: indoor_atmosphere | Comment: It was the best SushiCo restaurant I've experienced. Sushi was perfect and delicious.,reasonable_comment
Business: Sushico | Author: Cansel Elcin | Rating: 3 | Category: taste | Comment: First of all; our orders came very quickly. Edamame came without salt; which we liked a lot. You can add your own. We ordered tuna and salmon as sashimi. I couldn't eat good sashimi in Istanbul for a long time; unfortunately this place did not pass the exam.,reasonable_comment
Business: Sushico | Author: Sercan Kuzu | Rating: 5 | Category: outdoor_atmosphere | Comment: Great atmosphere!,reasonable_comment
Business: Sushico | Author: Seckin Yogurtcu | Rating: 4 | Category: menu | Comment: Service was good; transportation was easy. Prices are above average. For those who don't like the taste of raw fish; I recommend roles instead of nigiri.,reasonable_comment
Business: Sushico | Author: Noah Ksante | Rating: 5 | Category: indoor_atmosphere | Comment: The food is fresh; delicious and the atmosphere is quality as always.,reasonable_comment
Business: Sushico | Author: Baran Serin | Rating: 5 | Category: outdoor_atmosphere | Comment: Pretty good sushi; attentive; friendly service..,reasonable_comment
Business: Sushico | Author: Hikmet Beral | Rating: 4 | Category: taste | Comment: Liked.,reasonable_comment
Business: Sushico | Author: Nesrin Ergun | Rating: 4 | Category: menu | Comment: The flavors were good in general; the prices were a bit high.,reasonable_comment
Business: Sushico | Author: Fattuma Ramesy | Rating: 3 | Category: taste | Comment: It didn't suit my taste but my wife loved it. The place was beautiful.,reasonable_comment
Business: Sushico | Author: Fethi Tekyaygil | Rating: 1 | Category: indoor_atmosphere | Comment: Started off well with nice duck sushi and prawn gyoza; but was given wrong meat in pad Thai so sent it back. No apologies. Ordered spring rolls; they never came.,reasonable_comment
Business: Sushico | Author: Alaa Makkawi | Rating: 5 | Category: indoor_atmosphere | Comment: Very clean restaurant... Tasty suchi and noodles.,reasonable_comment
Business: Sardalye | Author: Esin Buyukkurkcu | Rating: 4 | Category: outdoor_atmosphere | Comment: We ordered sole fish; fried haddock; fried mussels; and sardines. Our favorite among them was sole fish. The only thing that bothered me was that the men's and women's toilets were a common and single toilet.,reasonable_comment
Business: Sardalye | Author: Efecan Kobo | Rating: 4 | Category: taste | Comment: The taste really lives up to expectations. It is a business that maintains frying fish; which is essentially a fast food; in accordance with its craft. I liked.,reasonable_comment
Business: Sardalye | Author: Faruk Miri | Rating: 5 | Category: indoor_atmosphere | Comment: Delicious!,reasonable_comment
Business: Sardalye | Author: Hulya Tokgoz | Rating: 5 | Category: menu | Comment: Very cheap against portions.,reasonable_comment
Business: Sardalye | Author: Mert Kiziloz | Rating: 2 | Category: indoor_atmosphere | Comment: Our back hurt while eating; the place was clean.,reasonable_comment
Business: Sardalye | Author: Mehmet Gozutok | Rating: 3 | Category: outdoor_atmosphere | Comment: Fish and bread are delicious but the place has gone back every year. Cleanliness and hygiene are almost non-existent; employees are weary and reluctant.,reasonable_comment
Business: Sardalye | Author: Irmak Yuzbasioglu | Rating: 5 | Category: taste | Comment: I think they cook very fast and delicious fish; and they have very sweet employees; I definitely recommend them. I also strongly recommend the pickle juice and sole fish.,reasonable_comment
Business: Sardalye | Author: Theodora Delibasoglu | Rating: 3 | Category: menu | Comment: Prices are a little bit high.,reasonable_comment
Business: Sardalye | Author: Furkan Ciftci | Rating: 5 | Category: indoor_atmosphere | Comment: We ate our meal on the top floor; the location of the place was beautiful. The flavors and portions were good. I suggest you to eat fish bread.,reasonable_comment
Business: Sardalye | Author: Guney Gecer | Rating: 4 | Category: taste | Comment: I went to there with my girl friend; I liked fishes but she did not like because fishes are a little bit oily.,reasonable_comment
Business: Sardalye | Author: Enes Ozturk | Rating: 4 | Category: outdoor_atmosphere | Comment: Portions are huge.. sardines are delicious; fish is very oily; so you have to eat bread. Therefore; the best choice is between bread.,reasonable_comment
Business: Kumrucu Omur | Author: Recep Rehber | Rating: 2 | Category: indoor_atmosphere | Comment: There are only Kumru and Kumpir options; the Kumru is not bad; it needs a little more oil; I can't say it's very tasty. The place is beautiful in terms of location; but there is a crowd; so the staff cannot keep up.,reasonable_comment
Business: Kumrucu Omur | Author: Elif Birlik | Rating: 3 | Category: outdoor_atmosphere | Comment: The material of the kumru is medium quality; the portion is small. We were 3 persons. All three of us had burnt bread.,reasonable_comment
Business: Kumrucu Omur | Author: Ece Yucel | Rating: 5 | Category: taste | Comment: Excellent. I recommend.,reasonable_comment
Business: Kumrucu Omur | Author: Ali Marangozoglu | Rating: 5 | Category: menu | Comment: I ate the best dove I've ever eaten here. Everyone should come!!,reasonable_comment
"Business: Kumrucu Omur | Author: Muhittin Keskin | Rating: 4 | Category: outdoor_atmosphere | Comment: Crowded but no problem, flavor is okay.",reasonable_comment
"Business: Kumrucu Omur | Author: Birkan Fayin | Rating: 5 | Category: outdoor_atmosphere | Comment: Kumpir is delicious. Super Kumru is really good. Compared to other places, we can say that the prices are reasonable and the service quality is high. quality materials used.",reasonable_comment
Business: Kumrucu Omur | Author: Efe Eryurt | Rating: 2 | Category: taste | Comment: I'm really surprised; it's a huge business; but the staff is so indifferent and bored.,reasonable_comment
"Business: Kumrucu Omur | Author: Cagatay Avci | Rating: 4 | Category: indoor_atmosphere | Comment: Beautiful place; in a perfect location; clean and equipped with quality; these definitely deserve a star; but as someone who loves dove and has experienced it in every corner of Izmir (Alçatı; Bostanlı; İnciraltı; Çeşme; etc.), this ""dove"" is not the only thing that can be said.",reasonable_comment
Business: Kumrucu Omur | Author: Ozgur Bilgili | Rating: 3 | Category: menu | Comment: Food came a little late but that was okay. Prices were as you can see in the photo. It wasn't a bad experience.,reasonable_comment
Business: Kumrucu Omur | Author: Cigdem Kiziloren | Rating: 4 | Category: indoor_atmosphere | Comment: I can recommend it to those who want to eat a delicious dove in a beautiful place. Kumru's price is 45₺.,reasonable_comment
Business: Kumrucu Omur | Author: Yasemin Yilmaz | Rating: 5 | Category: taste | Comment: Definitely. Texts the dove's book. The Kumpir they ordered was also excellent.,reasonable_comment
Business: Kofteci Yusuf | Author: Kemal Hakat | Rating: 4 | Category: taste | Comment: Bread was a bit stale and no problem except taking the order late and waiting. Meatballs are delicious as always.,reasonable_comment
Business: Kofteci Yusuf | Author: Ali Bedir | Rating: 4 | Category: outdoor_atmosphere | Comment: The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,reasonable_comment
Business: Kofteci Yusuf | Author: Mirza Kapi | Rating: 3 | Category: indoor_atmosphere | Comment: The place was really dirty and the orders came late.,reasonable_comment
Business: Kofteci Yusuf | Author: Furkan Cam | Rating: 4 | Category: menu | Comment: Great service.,reasonable_comment
Business: Kofteci Yusuf | Author: Ayse Koylu | Rating: 5 | Category: taste | Comment: The fact that all the employees were women made me very happy; the tastes were good.,reasonable_comment
Business: Kofteci Yusuf | Author: Damla Akpinar | Rating: 3 | Category: outdoor_atmosphere | Comment: Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,reasonable_comment
Business: Kofteci Yusuf | Author: Betul Artis | Rating: 5 | Category: indoor_atmosphere | Comment: Great service; attention and relevance It was nice. Everything was perfect.,reasonable_comment
Business: Kofteci Yusuf | Author: Sibel Bilik | Rating: 5 | Category: taste | Comment: Its meatballs are beautiful. So is soup and salad too.,reasonable_comment
Business: Kofteci Yusuf | Author: Ercan Ozdemir | Rating: 4 | Category: menu | Comment: The meat had a fabricated taste.,reasonable_comment
Business: Kofteci Yusuf | Author: Yusuf Celebi | Rating: 5 | Category: indoor_atmosphere | Comment: Kofteci Yusuf tastes the same everywhere. employees are constantly running towards somewhere; it is very difficult to catch and order.,reasonable_comment
